Date,Location,temperature_2m_max,temperature_2m_min
2010-11-27,Melbourne,25.310501,13.160501
2010-11-28,Melbourne,16.810501,12.8105
2010-11-29,Melbourne,19.6605,11.910501
2010-11-30,Melbourne,23.1105,14.7605
2010-12-01,Melbourne,24.1605,14.6105
2010-12-02,Melbourne,25.0105,17.1605
2010-12-03,Melbourne,26.2105,18.560501
2010-12-04,Melbourne,28.060501,15.2605
2010-12-05,Melbourne,26.5105,15.3605
2010-12-06,Melbourne,28.7105,20.560501
2010-12-07,Melbourne,25.9605,22.5105
2010-12-08,Melbourne,23.5105,14.8105
2010-12-09,Melbourne,23.310501,13.210501
2010-12-10,Melbourne,17.8605,12.7605
2010-12-11,Melbourne,20.7605,12.2605
2010-12-12,Melbourne,18.2105,10.8105
2010-12-13,Melbourne,20.6105,13.3605
2010-12-14,Melbourne,25.560501,18.5105
2010-12-15,Melbourne,27.6605,11.410501
2010-12-16,Melbourne,18.310501,9.5605
2010-12-17,Melbourne,22.6605,11.710501
2010-12-18,Melbourne,17.6105,11.5105
2010-12-19,Melbourne,17.1105,10.0105
2010-12-20,Melbourne,17.0105,10.7605
2010-12-21,Melbourne,15.6105,11.0605
2010-12-22,Melbourne,21.9605,10.0105
2010-12-23,Melbourne,17.310501,10.0105
2010-12-24,Melbourne,21.6105,12.710501
2010-12-25,Melbourne,25.5105,13.8605
2010-12-26,Melbourne,18.2605,11.410501
2010-12-27,Melbourne,14.8605,9.910501
2010-12-28,Melbourne,23.4605,10.5105
2010-12-29,Melbourne,27.0105,11.410501
2010-12-30,Melbourne,26.9105,12.3605
2010-12-31,Melbourne,36.7605,16.0605
